,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.613,0.962,6,-5.07,0,0.278,0.034,0.0,0.824,0.496,113.015,audio_features,33yAEqzKXexYM3WlOYtTfQ,spotify:track:33yAEqzKXexYM3WlOYtTfQ,https://api.spotify.com/v1/tracks/33yAEqzKXexYM3WlOYtTfQ,https://api.spotify.com/v1/audio-analysis/33yAEqzKXexYM3WlOYtTfQ,242267,4
1,0.791,0.613,1,-11.628,0,0.0763,0.0986,0.0,0.0765,0.896,143.017,audio_features,60R2v9lheAu3lwZwAFxMZK,spotify:track:60R2v9lheAu3lwZwAFxMZK,https://api.spotify.com/v1/tracks/60R2v9lheAu3lwZwAFxMZK,https://api.spotify.com/v1/audio-analysis/60R2v9lheAu3lwZwAFxMZK,170640,4
2,0.528,0.833,9,-6.19,1,0.0514,0.000414,1.23e-06,0.068,0.46,127.998,audio_features,0z4kyKuFGmUV7WQ7gB1sAp,spotify:track:0z4kyKuFGmUV7WQ7gB1sAp,https://api.spotify.com/v1/tracks/0z4kyKuFGmUV7WQ7gB1sAp,https://api.spotify.com/v1/audio-analysis/0z4kyKuFGmUV7WQ7gB1sAp,204759,4
3,0.681,0.837,4,-8.907,1,0.041,0.0362,1.57e-06,0.0986,0.959,143.472,audio_features,1vzugDTXDgZCF0QQrzB5hX,spotify:track:1vzugDTXDgZCF0QQrzB5hX,https://api.spotify.com/v1/tracks/1vzugDTXDgZCF0QQrzB5hX,https://api.spotify.com/v1/audio-analysis/1vzugDTXDgZCF0QQrzB5hX,159333,4
4,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,audio_features,4mn2kNTqiGLwaUR8JdhJ1l,spotify:track:4mn2kNTqiGLwaUR8JdhJ1l,https://api.spotify.com/v1/tracks/4mn2kNTqiGLwaUR8JdhJ1l,https://api.spotify.com/v1/audio-analysis/4mn2kNTqiGLwaUR8JdhJ1l,269907,3
5,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,audio_features,54eZmuggBFJbV7k248bTTt,spotify:track:54eZmuggBFJbV7k248bTTt,https://api.spotify.com/v1/tracks/54eZmuggBFJbV7k248bTTt,https://api.spotify.com/v1/audio-analysis/54eZmuggBFJbV7k248bTTt,252240,4
6,0.763,0.719,5,-5.862,1,0.0712,0.0865,0.0,0.0935,0.85,146.977,audio_features,4PrYq1x0pv5WSMCiy6rp9o,spotify:track:4PrYq1x0pv5WSMCiy6rp9o,https://api.spotify.com/v1/tracks/4PrYq1x0pv5WSMCiy6rp9o,https://api.spotify.com/v1/audio-analysis/4PrYq1x0pv5WSMCiy6rp9o,141493,4
7,0.676,0.751,4,-6.985,0,0.0845,0.38,0.0,0.102,0.758,89.041,audio_features,0phAx12SI8oWN1AmhyceSQ,spotify:track:0phAx12SI8oWN1AmhyceSQ,https://api.spotify.com/v1/tracks/0phAx12SI8oWN1AmhyceSQ,https://api.spotify.com/v1/audio-analysis/0phAx12SI8oWN1AmhyceSQ,250600,4
8,0.594,0.468,2,-11.39,0,0.0492,0.0128,0.121,0.0714,0.678,107.482,audio_features,0cfwv1fgLrFntNR9aUgY5I,spotify:track:0cfwv1fgLrFntNR9aUgY5I,https://api.spotify.com/v1/tracks/0cfwv1fgLrFntNR9aUgY5I,https://api.spotify.com/v1/audio-analysis/0cfwv1fgLrFntNR9aUgY5I,333093,4
9,0.663,0.658,2,-10.001,1,0.0345,0.295,0.867,0.102,0.0532,117.986,audio_features,0Nc1rZEB2tZLgpxw5nkpEu,spotify:track:0Nc1rZEB2tZLgpxw5nkpEu,https://api.spotify.com/v1/tracks/0Nc1rZEB2tZLgpxw5nkpEu,https://api.spotify.com/v1/audio-analysis/0Nc1rZEB2tZLgpxw5nkpEu,390639,4
10,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,audio_features,5NORWMFC27ywGSZxi8uquP,spotify:track:5NORWMFC27ywGSZxi8uquP,https://api.spotify.com/v1/tracks/5NORWMFC27ywGSZxi8uquP,https://api.spotify.com/v1/audio-analysis/5NORWMFC27ywGSZxi8uquP,160097,4
11,0.757,0.333,9,-11.706,1,0.0293,0.684,0.212,0.106,0.928,95.582,audio_features,0vJ3Y2MnDXi4hpxSeQdQEC,spotify:track:0vJ3Y2MnDXi4hpxSeQdQEC,https://api.spotify.com/v1/tracks/0vJ3Y2MnDXi4hpxSeQdQEC,https://api.spotify.com/v1/audio-analysis/0vJ3Y2MnDXi4hpxSeQdQEC,152773,4
12,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,audio_features,3dYD57lRAUcMHufyqn9GcI,spotify:track:3dYD57lRAUcMHufyqn9GcI,https://api.spotify.com/v1/tracks/3dYD57lRAUcMHufyqn9GcI,https://api.spotify.com/v1/audio-analysis/3dYD57lRAUcMHufyqn9GcI,241688,4
13,0.637,0.864,8,-4.381,1,0.0468,0.484,0.0,0.222,0.706,99.995,audio_features,2RiBogNRfulkNf7fVbPOrJ,spotify:track:2RiBogNRfulkNf7fVbPOrJ,https://api.spotify.com/v1/tracks/2RiBogNRfulkNf7fVbPOrJ,https://api.spotify.com/v1/audio-analysis/2RiBogNRfulkNf7fVbPOrJ,214720,4
14,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,audio_features,2Foc5Q5nqNiosCNqttzHof,spotify:track:2Foc5Q5nqNiosCNqttzHof,https://api.spotify.com/v1/tracks/2Foc5Q5nqNiosCNqttzHof,https://api.spotify.com/v1/audio-analysis/2Foc5Q5nqNiosCNqttzHof,248413,4
15,0.74,0.831,5,-7.321,1,0.0456,0.444,0.00304,0.0769,0.448,121.034,audio_features,6UqRGwjwYL0stXbaodTxwo,spotify:track:6UqRGwjwYL0stXbaodTxwo,https://api.spotify.com/v1/tracks/6UqRGwjwYL0stXbaodTxwo,https://api.spotify.com/v1/audio-analysis/6UqRGwjwYL0stXbaodTxwo,210853,4
16,0.796,0.467,6,-10.369,1,0.181,0.173,0.00411,0.126,0.516,107.901,audio_features,7eElVgPcxDqmgGrSwVFI74,spotify:track:7eElVgPcxDqmgGrSwVFI74,https://api.spotify.com/v1/tracks/7eElVgPcxDqmgGrSwVFI74,https://api.spotify.com/v1/audio-analysis/7eElVgPcxDqmgGrSwVFI74,197236,4
17,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,audio_features,4RvWPyQ5RL0ao9LPZeSouE,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4
18,0.907,0.244,5,-9.178,1,0.292,0.958,4.25e-06,0.0981,0.824,139.84,audio_features,1FeCQhO1BNOHOuwEnz1rCd,spotify:track:1FeCQhO1BNOHOuwEnz1rCd,https://api.spotify.com/v1/tracks/1FeCQhO1BNOHOuwEnz1rCd,https://api.spotify.com/v1/audio-analysis/1FeCQhO1BNOHOuwEnz1rCd,180819,4
19,0.732,0.408,11,-8.475,1,0.036,0.747,0.000229,0.069,0.663,87.016,audio_features,3s71tbgmSN9TfJLj4D18Mt,spotify:track:3s71tbgmSN9TfJLj4D18Mt,https://api.spotify.com/v1/tracks/3s71tbgmSN9TfJLj4D18Mt,https://api.spotify.com/v1/audio-analysis/3s71tbgmSN9TfJLj4D18Mt,299440,4
20,0.857,0.713,6,-7.327,1,0.0354,0.0665,0.0279,0.0748,0.869,141.994,audio_features,3W4x7fZhMHw2pE6wyBzzF8,spotify:track:3W4x7fZhMHw2pE6wyBzzF8,https://api.spotify.com/v1/tracks/3W4x7fZhMHw2pE6wyBzzF8,https://api.spotify.com/v1/audio-analysis/3W4x7fZhMHw2pE6wyBzzF8,443380,4
21,0.493,0.764,0,-7.885,1,0.0573,0.147,0.0078,0.294,0.521,124.885,audio_features,1100lvvYze9COk2GeZRRWs,spotify:track:1100lvvYze9COk2GeZRRWs,https://api.spotify.com/v1/tracks/1100lvvYze9COk2GeZRRWs,https://api.spotify.com/v1/audio-analysis/1100lvvYze9COk2GeZRRWs,453116,4
22,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143,audio_features,0wXuerDYiBnERgIpbb3JBR,spotify:track:0wXuerDYiBnERgIpbb3JBR,https://api.spotify.com/v1/tracks/0wXuerDYiBnERgIpbb3JBR,https://api.spotify.com/v1/audio-analysis/0wXuerDYiBnERgIpbb3JBR,326933,4
23,0.613,0.832,8,-9.187,1,0.0281,0.388,0.95,0.0865,0.48,164.876,audio_features,4cucslsiEgezV2o900Ykg3,spotify:track:4cucslsiEgezV2o900Ykg3,https://api.spotify.com/v1/tracks/4cucslsiEgezV2o900Ykg3,https://api.spotify.com/v1/audio-analysis/4cucslsiEgezV2o900Ykg3,399027,4
24,0.781,0.18,1,-9.52,1,0.0719,0.0475,0.923,0.229,0.189,89.994,audio_features,31U21fwH5izi4fVA2f1HKa,spotify:track:31U21fwH5izi4fVA2f1HKa,https://api.spotify.com/v1/tracks/31U21fwH5izi4fVA2f1HKa,https://api.spotify.com/v1/audio-analysis/31U21fwH5izi4fVA2f1HKa,216001,4
25,0.776,0.684,5,-8.934,1,0.0367,0.405,0.559,0.0663,0.655,127.979,audio_features,7IBrKDuBlyz3vW9JFCux10,spotify:track:7IBrKDuBlyz3vW9JFCux10,https://api.spotify.com/v1/tracks/7IBrKDuBlyz3vW9JFCux10,https://api.spotify.com/v1/audio-analysis/7IBrKDuBlyz3vW9JFCux10,305480,4
26,0.535,0.724,5,-9.905,1,0.0618,0.202,0.901,0.0983,0.37,159.948,audio_features,5Tnx4R7Gwj1LZsfssfzchh,spotify:track:5Tnx4R7Gwj1LZsfssfzchh,https://api.spotify.com/v1/tracks/5Tnx4R7Gwj1LZsfssfzchh,https://api.spotify.com/v1/audio-analysis/5Tnx4R7Gwj1LZsfssfzchh,167987,4
27,0.72,0.791,7,-6.902,0,0.0361,0.0377,0.73,0.504,0.535,95.01,audio_features,3oSnMDaL0WsWyp2Gy80ulq,spotify:track:3oSnMDaL0WsWyp2Gy80ulq,https://api.spotify.com/v1/tracks/3oSnMDaL0WsWyp2Gy80ulq,https://api.spotify.com/v1/audio-analysis/3oSnMDaL0WsWyp2Gy80ulq,567459,4
28,0.624,0.682,6,-7.274,0,0.0302,0.615,0.252,0.288,0.432,122.084,audio_features,65f8Ca4HbZCMLhpZPTHW4O,spotify:track:65f8Ca4HbZCMLhpZPTHW4O,https://api.spotify.com/v1/tracks/65f8Ca4HbZCMLhpZPTHW4O,https://api.spotify.com/v1/audio-analysis/65f8Ca4HbZCMLhpZPTHW4O,295893,4
29,0.652,0.604,11,-8.666,0,0.101,0.0179,0.000589,0.119,0.068,115.953,audio_features,2JJw0uh08pNLYzFzBUAX8Y,spotify:track:2JJw0uh08pNLYzFzBUAX8Y,https://api.spotify.com/v1/tracks/2JJw0uh08pNLYzFzBUAX8Y,https://api.spotify.com/v1/audio-analysis/2JJw0uh08pNLYzFzBUAX8Y,294003,4
30,0.848,0.666,0,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,audio_features,3Ti0GdlrotgwsAVBBugv0I,spotify:track:3Ti0GdlrotgwsAVBBugv0I,https://api.spotify.com/v1/tracks/3Ti0GdlrotgwsAVBBugv0I,https://api.spotify.com/v1/audio-analysis/3Ti0GdlrotgwsAVBBugv0I,251573,4
31,0.301,0.309,11,-16.372,0,0.0407,0.778,0.768,0.128,0.0702,107.634,audio_features,4zZN2PdZeGy3gBNItiVogT,spotify:track:4zZN2PdZeGy3gBNItiVogT,https://api.spotify.com/v1/tracks/4zZN2PdZeGy3gBNItiVogT,https://api.spotify.com/v1/audio-analysis/4zZN2PdZeGy3gBNItiVogT,326280,4
32,0.793,0.72,11,-9.904,0,0.0535,0.00154,0.506,0.419,0.366,120.004,audio_features,6fXznH7uiIWOs53BwRtgPz,spotify:track:6fXznH7uiIWOs53BwRtgPz,https://api.spotify.com/v1/tracks/6fXznH7uiIWOs53BwRtgPz,https://api.spotify.com/v1/audio-analysis/6fXznH7uiIWOs53BwRtgPz,470077,4
33,0.726,0.447,11,-9.803,0,0.026,0.0588,0.343,0.0968,0.758,108.868,audio_features,7boSWvPaujwAgEsgrmMVg2,spotify:track:7boSWvPaujwAgEsgrmMVg2,https://api.spotify.com/v1/tracks/7boSWvPaujwAgEsgrmMVg2,https://api.spotify.com/v1/audio-analysis/7boSWvPaujwAgEsgrmMVg2,358200,4
34,0.643,0.637,7,-14.007,1,0.0289,0.00198,0.11,0.0378,0.961,115.961,audio_features,0AxlHaQceaVwGXGCEfydF6,spotify:track:0AxlHaQceaVwGXGCEfydF6,https://api.spotify.com/v1/tracks/0AxlHaQceaVwGXGCEfydF6,https://api.spotify.com/v1/audio-analysis/0AxlHaQceaVwGXGCEfydF6,248573,4
35,0.73,0.766,9,-6.213,1,0.0475,0.00389,0.0482,0.0829,0.14,100.017,audio_features,5KE6acpiakjqiIskbWVfxB,spotify:track:5KE6acpiakjqiIskbWVfxB,https://api.spotify.com/v1/tracks/5KE6acpiakjqiIskbWVfxB,https://api.spotify.com/v1/audio-analysis/5KE6acpiakjqiIskbWVfxB,246357,4
36,0.241,0.604,7,-3.817,1,0.0313,0.0672,4.98e-05,0.0541,0.417,173.134,audio_features,0MRs5O62wfDgf5cQKalrPq,spotify:track:0MRs5O62wfDgf5cQKalrPq,https://api.spotify.com/v1/tracks/0MRs5O62wfDgf5cQKalrPq,https://api.spotify.com/v1/audio-analysis/0MRs5O62wfDgf5cQKalrPq,190600,4
37,0.687,0.63,9,-7.406,1,0.0297,0.0224,0.146,0.0854,0.579,118.004,audio_features,50idfHzEgqKnFfaN2oYu5n,spotify:track:50idfHzEgqKnFfaN2oYu5n,https://api.spotify.com/v1/tracks/50idfHzEgqKnFfaN2oYu5n,https://api.spotify.com/v1/audio-analysis/50idfHzEgqKnFfaN2oYu5n,338194,4
38,0.448,0.457,0,-9.665,0,0.0304,0.557,0.000848,0.996,0.88,90.039,audio_features,0Odt7SrSnwy05t5TNaEu1F,spotify:track:0Odt7SrSnwy05t5TNaEu1F,https://api.spotify.com/v1/tracks/0Odt7SrSnwy05t5TNaEu1F,https://api.spotify.com/v1/audio-analysis/0Odt7SrSnwy05t5TNaEu1F,197907,4
39,0.159,0.0702,3,-18.946,1,0.0416,0.988,0.923,0.16,0.0349,141.409,audio_features,4WGHQuR8gGRjAd5OjrqRHf,spotify:track:4WGHQuR8gGRjAd5OjrqRHf,https://api.spotify.com/v1/tracks/4WGHQuR8gGRjAd5OjrqRHf,https://api.spotify.com/v1/audio-analysis/4WGHQuR8gGRjAd5OjrqRHf,237960,3
40,0.788,0.63,4,-8.397,0,0.0331,0.255,2.08e-06,0.0828,0.755,123.984,audio_features,6uzwiQa5FkiiHLyt7ENYc6,spotify:track:6uzwiQa5FkiiHLyt7ENYc6,https://api.spotify.com/v1/tracks/6uzwiQa5FkiiHLyt7ENYc6,https://api.spotify.com/v1/audio-analysis/6uzwiQa5FkiiHLyt7ENYc6,222630,4
41,0.868,0.347,5,-9.529,1,0.0536,0.308,2e-05,0.11,0.659,110.059,audio_features,0rkzM1FJh4xWCTF1NwDGYN,spotify:track:0rkzM1FJh4xWCTF1NwDGYN,https://api.spotify.com/v1/tracks/0rkzM1FJh4xWCTF1NwDGYN,https://api.spotify.com/v1/audio-analysis/0rkzM1FJh4xWCTF1NwDGYN,207680,4
42,0.659,0.588,1,-9.905,1,0.0469,0.151,0.000231,0.0918,0.574,92.037,audio_features,0gp6wPoPamLLwYup5Rimba,spotify:track:0gp6wPoPamLLwYup5Rimba,https://api.spotify.com/v1/tracks/0gp6wPoPamLLwYup5Rimba,https://api.spotify.com/v1/audio-analysis/0gp6wPoPamLLwYup5Rimba,198480,4
43,0.933,0.642,0,-4.012,1,0.167,0.0598,7.44e-06,0.096,0.701,97.123,audio_features,76tWml55YabjLsNPRwUfEF,spotify:track:76tWml55YabjLsNPRwUfEF,https://api.spotify.com/v1/tracks/76tWml55YabjLsNPRwUfEF,https://api.spotify.com/v1/audio-analysis/76tWml55YabjLsNPRwUfEF,315787,4
44,0.758,0.957,7,-2.282,1,0.0357,0.039,0.0,0.133,0.966,111.119,audio_features,1a6Jt6USVGKzbjYpcKMwPB,spotify:track:1a6Jt6USVGKzbjYpcKMwPB,https://api.spotify.com/v1/tracks/1a6Jt6USVGKzbjYpcKMwPB,https://api.spotify.com/v1/audio-analysis/1a6Jt6USVGKzbjYpcKMwPB,267933,4
45,0.484,0.151,0,-18.622,0,0.0378,0.88,0.178,0.115,0.399,94.587,audio_features,3XfaSRXfGuWT1rrn9lWx30,spotify:track:3XfaSRXfGuWT1rrn9lWx30,https://api.spotify.com/v1/tracks/3XfaSRXfGuWT1rrn9lWx30,https://api.spotify.com/v1/audio-analysis/3XfaSRXfGuWT1rrn9lWx30,287840,4
46,0.578,0.965,10,-4.788,1,0.328,0.107,0.0,0.0984,0.456,94.076,audio_features,3ak8BzpcrFeLfiQnrmR5wJ,spotify:track:3ak8BzpcrFeLfiQnrmR5wJ,https://api.spotify.com/v1/tracks/3ak8BzpcrFeLfiQnrmR5wJ,https://api.spotify.com/v1/audio-analysis/3ak8BzpcrFeLfiQnrmR5wJ,270748,4
47,0.538,0.61,11,-8.027,0,0.0392,0.774,0.749,0.0909,0.199,152.999,audio_features,4Iyo50UoYhuuYORMLrGDci,spotify:track:4Iyo50UoYhuuYORMLrGDci,https://api.spotify.com/v1/tracks/4Iyo50UoYhuuYORMLrGDci,https://api.spotify.com/v1/audio-analysis/4Iyo50UoYhuuYORMLrGDci,318187,4
48,0.71,0.496,5,-9.638,1,0.0297,0.278,0.581,0.101,0.637,111.662,audio_features,3Jc6X15OZCCyhGSHBF4hwB,spotify:track:3Jc6X15OZCCyhGSHBF4hwB,https://api.spotify.com/v1/tracks/3Jc6X15OZCCyhGSHBF4hwB,https://api.spotify.com/v1/audio-analysis/3Jc6X15OZCCyhGSHBF4hwB,328293,4
49,0.534,0.803,10,-9.129,1,0.0743,0.741,6.07e-05,0.307,0.969,167.983,audio_features,2QfiRTz5Yc8DdShCxG1tB2,spotify:track:2QfiRTz5Yc8DdShCxG1tB2,https://api.spotify.com/v1/tracks/2QfiRTz5Yc8DdShCxG1tB2,https://api.spotify.com/v1/audio-analysis/2QfiRTz5Yc8DdShCxG1tB2,161560,4
50,0.726,0.463,0,-7.828,1,0.0799,0.00817,0.447,0.255,0.321,123.881,audio_features,3dPQuX8Gs42Y7b454ybpMR,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,231733,4
51,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,audio_features,4evmHXcjt3bTUHD1cvny97,spotify:track:4evmHXcjt3bTUHD1cvny97,https://api.spotify.com/v1/tracks/4evmHXcjt3bTUHD1cvny97,https://api.spotify.com/v1/audio-analysis/4evmHXcjt3bTUHD1cvny97,197867,4
52,0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911,audio_features,6LsAAHotRLMOHfCsSfYCsz,spotify:track:6LsAAHotRLMOHfCsSfYCsz,https://api.spotify.com/v1/tracks/6LsAAHotRLMOHfCsSfYCsz,https://api.spotify.com/v1/audio-analysis/6LsAAHotRLMOHfCsSfYCsz,190800,4
53,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,audio_features,4nVBt6MZDDP6tRVdQTgxJg,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,https://api.spotify.com/v1/tracks/4nVBt6MZDDP6tRVdQTgxJg,https://api.spotify.com/v1/audio-analysis/4nVBt6MZDDP6tRVdQTgxJg,245493,4
54,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,audio_features,3E7dfMvvCLUddWissuqMwr,spotify:track:3E7dfMvvCLUddWissuqMwr,https://api.spotify.com/v1/tracks/3E7dfMvvCLUddWissuqMwr,https://api.spotify.com/v1/audio-analysis/3E7dfMvvCLUddWissuqMwr,202067,4
55,0.773,0.747,5,-4.061,1,0.0885,0.0242,8.99e-06,0.109,0.801,126.014,audio_features,0ErK6K0kYr0Ow2RkPMhmMs,spotify:track:0ErK6K0kYr0Ow2RkPMhmMs,https://api.spotify.com/v1/tracks/0ErK6K0kYr0Ow2RkPMhmMs,https://api.spotify.com/v1/audio-analysis/0ErK6K0kYr0Ow2RkPMhmMs,246240,4
56,0.62,0.832,10,-4.848,1,0.036,0.332,0.0,0.104,0.481,144.926,audio_features,6SKwQghsR8AISlxhcwyA9R,spotify:track:6SKwQghsR8AISlxhcwyA9R,https://api.spotify.com/v1/tracks/6SKwQghsR8AISlxhcwyA9R,https://api.spotify.com/v1/audio-analysis/6SKwQghsR8AISlxhcwyA9R,230120,4
57,0.689,0.702,6,-5.642,0,0.0261,0.216,0.0,0.159,0.484,99.031,audio_features,6e40mgJiCid5HRAGrbpGA6,spotify:track:6e40mgJiCid5HRAGrbpGA6,https://api.spotify.com/v1/tracks/6e40mgJiCid5HRAGrbpGA6,https://api.spotify.com/v1/audio-analysis/6e40mgJiCid5HRAGrbpGA6,213600,4
58,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,audio_features,3HVWdVOQ0ZA45FuZGSfvns,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,https://api.spotify.com/v1/tracks/3HVWdVOQ0ZA45FuZGSfvns,https://api.spotify.com/v1/audio-analysis/3HVWdVOQ0ZA45FuZGSfvns,219947,4
59,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,audio_features,2tUBqZG2AbRi7Q0BIrVrEj,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,291293,4
60,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,audio_features,4HlFJV71xXKIGcU3kRyttv,spotify:track:4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/tracks/4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/audio-analysis/4HlFJV71xXKIGcU3kRyttv,216773,4
61,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000,4
62,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,audio_features,42ydLwx4i5V49RXHOozJZq,spotify:track:42ydLwx4i5V49RXHOozJZq,https://api.spotify.com/v1/tracks/42ydLwx4i5V49RXHOozJZq,https://api.spotify.com/v1/audio-analysis/42ydLwx4i5V49RXHOozJZq,230227,4
63,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,2TIlqbIneP0ZY1O0EzYLlc,spotify:track:2TIlqbIneP0ZY1O0EzYLlc,https://api.spotify.com/v1/tracks/2TIlqbIneP0ZY1O0EzYLlc,https://api.spotify.com/v1/audio-analysis/2TIlqbIneP0ZY1O0EzYLlc,182161,4
64,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,audio_features,4JehYebiI9JE8sR8MisGVb,spotify:track:4JehYebiI9JE8sR8MisGVb,https://api.spotify.com/v1/tracks/4JehYebiI9JE8sR8MisGVb,https://api.spotify.com/v1/audio-analysis/4JehYebiI9JE8sR8MisGVb,261640,4
65,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,audio_features,4kbj5MwxO1bq9wjT5g9HaA,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/audio-analysis/4kbj5MwxO1bq9wjT5g9HaA,199080,4
66,0.637,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.012,audio_features,24lMtPOCzP5g4hrg3NklLa,spotify:track:24lMtPOCzP5g4hrg3NklLa,https://api.spotify.com/v1/tracks/24lMtPOCzP5g4hrg3NklLa,https://api.spotify.com/v1/audio-analysis/24lMtPOCzP5g4hrg3NklLa,220733,4
67,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019,audio_features,72jCZdH0Lhg93z6Z4hBjgj,spotify:track:72jCZdH0Lhg93z6Z4hBjgj,https://api.spotify.com/v1/tracks/72jCZdH0Lhg93z6Z4hBjgj,https://api.spotify.com/v1/audio-analysis/72jCZdH0Lhg93z6Z4hBjgj,217973,4
68,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491,audio_features,5T7ZFtCcOgkpjxcuaeZbw0,spotify:track:5T7ZFtCcOgkpjxcuaeZbw0,https://api.spotify.com/v1/tracks/5T7ZFtCcOgkpjxcuaeZbw0,https://api.spotify.com/v1/audio-analysis/5T7ZFtCcOgkpjxcuaeZbw0,200107,4
69,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,audio_features,55S2PQgSMYAhgoTCcGCDfw,spotify:track:55S2PQgSMYAhgoTCcGCDfw,https://api.spotify.com/v1/tracks/55S2PQgSMYAhgoTCcGCDfw,https://api.spotify.com/v1/audio-analysis/55S2PQgSMYAhgoTCcGCDfw,203418,4
70,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,audio_features,3DmW6y7wTEYHJZlLo1r6XJ,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/tracks/3DmW6y7wTEYHJZlLo1r6XJ,https://api.spotify.com/v1/audio-analysis/3DmW6y7wTEYHJZlLo1r6XJ,206167,4
71,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,audio_features,09IStsImFySgyp0pIQdqAc,spotify:track:09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/tracks/09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/audio-analysis/09IStsImFySgyp0pIQdqAc,184732,4
72,0.686,0.457,11,-8.322,1,0.0468,0.595,0.0,0.105,0.718,150.953,audio_features,1EzrEOXmMH3G43AXT1y7pA,spotify:track:1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/audio-analysis/1EzrEOXmMH3G43AXT1y7pA,242187,4
73,0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078,audio_features,0cqRj7pUJDkTCEsJkx8snD,spotify:track:0cqRj7pUJDkTCEsJkx8snD,https://api.spotify.com/v1/tracks/0cqRj7pUJDkTCEsJkx8snD,https://api.spotify.com/v1/audio-analysis/0cqRj7pUJDkTCEsJkx8snD,219200,4
74,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,audio_features,0qc4QlcCxVTGyShurEv1UU,spotify:track:0qc4QlcCxVTGyShurEv1UU,https://api.spotify.com/v1/tracks/0qc4QlcCxVTGyShurEv1UU,https://api.spotify.com/v1/audio-analysis/0qc4QlcCxVTGyShurEv1UU,174444,4
