,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
3892,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,audio_features,6mFkJmJqdDVQ1REhVfGgd1,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/tracks/6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/audio-analysis/6mFkJmJqdDVQ1REhVfGgd1,334744,4
3893,0.718,0.327,7,-14.182,1,0.0307,0.569,0.0185,0.114,0.44,111.017,audio_features,4EWzGhlhykm3nNLvPUEdv4,spotify:track:4EWzGhlhykm3nNLvPUEdv4,https://api.spotify.com/v1/tracks/4EWzGhlhykm3nNLvPUEdv4,https://api.spotify.com/v1/audio-analysis/4EWzGhlhykm3nNLvPUEdv4,165960,4
3894,0.705,0.479,4,-10.079,1,0.0333,0.305,0.0,0.403,0.801,112.21,audio_features,4nnQT7RxMvRwqVGf742xfj,spotify:track:4nnQT7RxMvRwqVGf742xfj,https://api.spotify.com/v1/tracks/4nnQT7RxMvRwqVGf742xfj,https://api.spotify.com/v1/audio-analysis/4nnQT7RxMvRwqVGf742xfj,164187,4
3895,0.705,0.515,4,-9.343,1,0.0337,0.365,0.0,0.389,0.803,112.035,audio_features,2RnPATK99oGOZygnD2GTO6,spotify:track:2RnPATK99oGOZygnD2GTO6,https://api.spotify.com/v1/tracks/2RnPATK99oGOZygnD2GTO6,https://api.spotify.com/v1/audio-analysis/2RnPATK99oGOZygnD2GTO6,164107,4
3896,0.669,0.901,1,-3.84,0,0.276,0.0459,0.0,0.474,0.813,129.996,audio_features,5lAG1RxvliRh5bG1S3vje5,spotify:track:5lAG1RxvliRh5bG1S3vje5,https://api.spotify.com/v1/tracks/5lAG1RxvliRh5bG1S3vje5,https://api.spotify.com/v1/audio-analysis/5lAG1RxvliRh5bG1S3vje5,253613,4
3897,0.702,0.297,10,-14.116,0,0.0317,0.894,0.485,0.103,0.0676,110.116,audio_features,7Bxv0WL7UC6WwQpk9TzdMJ,spotify:track:7Bxv0WL7UC6WwQpk9TzdMJ,https://api.spotify.com/v1/tracks/7Bxv0WL7UC6WwQpk9TzdMJ,https://api.spotify.com/v1/audio-analysis/7Bxv0WL7UC6WwQpk9TzdMJ,228507,4
3898,0.352,0.479,6,-9.965,1,0.0338,0.339,0.000353,0.486,0.354,126.166,audio_features,3Umg8CDhO8dOSj7yBTInYb,spotify:track:3Umg8CDhO8dOSj7yBTInYb,https://api.spotify.com/v1/tracks/3Umg8CDhO8dOSj7yBTInYb,https://api.spotify.com/v1/audio-analysis/3Umg8CDhO8dOSj7yBTInYb,304667,4
3899,0.231,0.518,5,-10.146,1,0.0423,0.131,2.95e-05,0.365,0.0718,127.116,audio_features,7ABfgkjRNW5LwDzLIKcygW,spotify:track:7ABfgkjRNW5LwDzLIKcygW,https://api.spotify.com/v1/tracks/7ABfgkjRNW5LwDzLIKcygW,https://api.spotify.com/v1/audio-analysis/7ABfgkjRNW5LwDzLIKcygW,187634,4
3900,0.39,0.485,5,-10.257,1,0.0426,0.526,0.321,0.196,0.254,119.632,audio_features,1hvxJUNNfkx7gbLcgDndRK,spotify:track:1hvxJUNNfkx7gbLcgDndRK,https://api.spotify.com/v1/tracks/1hvxJUNNfkx7gbLcgDndRK,https://api.spotify.com/v1/audio-analysis/1hvxJUNNfkx7gbLcgDndRK,328053,4
3901,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,audio_features,7lQ8MOhq6IN2w8EYcFNSUk,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/audio-analysis/7lQ8MOhq6IN2w8EYcFNSUk,290320,4
3902,0.515,0.583,1,-7.612,1,0.0403,0.494,0.248,0.271,0.578,161.737,audio_features,4SpObLNxf6euNYhqMzgloB,spotify:track:4SpObLNxf6euNYhqMzgloB,https://api.spotify.com/v1/tracks/4SpObLNxf6euNYhqMzgloB,https://api.spotify.com/v1/audio-analysis/4SpObLNxf6euNYhqMzgloB,177196,4
3903,0.466,0.165,5,-16.0,1,0.0486,0.774,4.34e-05,0.0888,0.0969,116.738,audio_features,2K9aNlFNoh2UVY7K7iPMnS,spotify:track:2K9aNlFNoh2UVY7K7iPMnS,https://api.spotify.com/v1/tracks/2K9aNlFNoh2UVY7K7iPMnS,https://api.spotify.com/v1/audio-analysis/2K9aNlFNoh2UVY7K7iPMnS,322040,3
3904,0.456,0.482,11,-8.541,0,0.0239,0.388,0.015,0.137,0.188,74.909,audio_features,4g9upqleXNaMxE3iIHaZeY,spotify:track:4g9upqleXNaMxE3iIHaZeY,https://api.spotify.com/v1/tracks/4g9upqleXNaMxE3iIHaZeY,https://api.spotify.com/v1/audio-analysis/4g9upqleXNaMxE3iIHaZeY,239227,4
3905,0.506,0.33,4,-7.917,1,0.0284,0.551,0.144,0.102,0.14,179.992,audio_features,0FzKoMsoNoleW3kYtOv155,spotify:track:0FzKoMsoNoleW3kYtOv155,https://api.spotify.com/v1/tracks/0FzKoMsoNoleW3kYtOv155,https://api.spotify.com/v1/audio-analysis/0FzKoMsoNoleW3kYtOv155,231987,3
3906,0.375,0.593,3,-6.918,1,0.0247,0.089,3.9e-06,0.0892,0.571,80.544,audio_features,2kox3KqqywVMOc3JtpN04F,spotify:track:2kox3KqqywVMOc3JtpN04F,https://api.spotify.com/v1/tracks/2kox3KqqywVMOc3JtpN04F,https://api.spotify.com/v1/audio-analysis/2kox3KqqywVMOc3JtpN04F,221267,4
3907,0.774,0.511,11,-8.914,1,0.0319,0.322,0.0,0.0672,0.771,94.736,audio_features,7Lbxvt42JsNSKVCaN63qhD,spotify:track:7Lbxvt42JsNSKVCaN63qhD,https://api.spotify.com/v1/tracks/7Lbxvt42JsNSKVCaN63qhD,https://api.spotify.com/v1/audio-analysis/7Lbxvt42JsNSKVCaN63qhD,227653,4
3908,0.59,0.641,0,-9.687,1,0.0416,0.00682,0.0,0.0553,0.792,120.773,audio_features,4GBaPHvAyj4V2jeobD9tsy,spotify:track:4GBaPHvAyj4V2jeobD9tsy,https://api.spotify.com/v1/tracks/4GBaPHvAyj4V2jeobD9tsy,https://api.spotify.com/v1/audio-analysis/4GBaPHvAyj4V2jeobD9tsy,163107,4
3909,0.546,0.362,7,-12.04,1,0.0324,0.91,0.00189,0.128,0.462,124.795,audio_features,6fxRiImO1h74eKprr5bnKc,spotify:track:6fxRiImO1h74eKprr5bnKc,https://api.spotify.com/v1/tracks/6fxRiImO1h74eKprr5bnKc,https://api.spotify.com/v1/audio-analysis/6fxRiImO1h74eKprr5bnKc,233648,4
3910,0.551,0.533,9,-9.8,1,0.0297,0.323,0.722,0.173,0.85,122.358,audio_features,42qkSeX6HNJYHxlk6cWoFe,spotify:track:42qkSeX6HNJYHxlk6cWoFe,https://api.spotify.com/v1/tracks/42qkSeX6HNJYHxlk6cWoFe,https://api.spotify.com/v1/audio-analysis/42qkSeX6HNJYHxlk6cWoFe,124320,4
3911,0.531,0.359,10,-7.672,1,0.0619,0.749,0.0,0.112,0.254,121.249,audio_features,4Vc3bzFxXdrABa2DxgyCMT,spotify:track:4Vc3bzFxXdrABa2DxgyCMT,https://api.spotify.com/v1/tracks/4Vc3bzFxXdrABa2DxgyCMT,https://api.spotify.com/v1/audio-analysis/4Vc3bzFxXdrABa2DxgyCMT,229720,4
3912,0.484,0.381,10,-10.732,1,0.0625,0.74,1.4e-06,0.111,0.296,118.567,audio_features,5szmwG86IFASvYrca21MEz,spotify:track:5szmwG86IFASvYrca21MEz,https://api.spotify.com/v1/tracks/5szmwG86IFASvYrca21MEz,https://api.spotify.com/v1/audio-analysis/5szmwG86IFASvYrca21MEz,229667,4
3913,0.384,0.489,10,-7.66,1,0.0481,0.672,1.7e-05,0.967,0.321,130.011,audio_features,0rc5xgT8FPswJyRiA3hvKI,spotify:track:0rc5xgT8FPswJyRiA3hvKI,https://api.spotify.com/v1/tracks/0rc5xgT8FPswJyRiA3hvKI,https://api.spotify.com/v1/audio-analysis/0rc5xgT8FPswJyRiA3hvKI,249280,4
3914,0.738,0.598,4,-11.627,0,0.0408,0.723,0.89,0.0792,0.257,118.016,audio_features,7mZ3KPqAD1lqAJKhtiQbxV,spotify:track:7mZ3KPqAD1lqAJKhtiQbxV,https://api.spotify.com/v1/tracks/7mZ3KPqAD1lqAJKhtiQbxV,https://api.spotify.com/v1/audio-analysis/7mZ3KPqAD1lqAJKhtiQbxV,224613,4
3915,0.466,0.126,5,-7.998,0,0.0402,0.811,1.89e-06,0.104,0.258,156.517,audio_features,1eUET2B0BLe30qnJ49CLyH,spotify:track:1eUET2B0BLe30qnJ49CLyH,https://api.spotify.com/v1/tracks/1eUET2B0BLe30qnJ49CLyH,https://api.spotify.com/v1/audio-analysis/1eUET2B0BLe30qnJ49CLyH,261253,1
3916,0.3,0.643,11,-6.164,0,0.0366,0.0063,1.81e-06,0.147,0.211,108.798,audio_features,5x6XgCgqV2df7rHfjODqM1,spotify:track:5x6XgCgqV2df7rHfjODqM1,https://api.spotify.com/v1/tracks/5x6XgCgqV2df7rHfjODqM1,https://api.spotify.com/v1/audio-analysis/5x6XgCgqV2df7rHfjODqM1,263733,4
3917,0.484,0.165,7,-18.568,1,0.0498,0.728,1.19e-06,0.115,0.193,159.174,audio_features,1yKQBy7olMIqRpziyAzf8c,spotify:track:1yKQBy7olMIqRpziyAzf8c,https://api.spotify.com/v1/tracks/1yKQBy7olMIqRpziyAzf8c,https://api.spotify.com/v1/audio-analysis/1yKQBy7olMIqRpziyAzf8c,227933,3
3918,0.561,0.485,1,-8.343,0,0.0362,0.289,0.00164,0.194,0.0663,118.017,audio_features,2HLnzsXJ3mD9UWAa3RY89n,spotify:track:2HLnzsXJ3mD9UWAa3RY89n,https://api.spotify.com/v1/tracks/2HLnzsXJ3mD9UWAa3RY89n,https://api.spotify.com/v1/audio-analysis/2HLnzsXJ3mD9UWAa3RY89n,294222,4
3919,0.645,0.527,1,-6.727,1,0.362,0.463,0.00219,0.0952,0.645,95.208,audio_features,3GWVkWWgn7su8Z06oBjiiX,spotify:track:3GWVkWWgn7su8Z06oBjiiX,https://api.spotify.com/v1/tracks/3GWVkWWgn7su8Z06oBjiiX,https://api.spotify.com/v1/audio-analysis/3GWVkWWgn7su8Z06oBjiiX,259600,4
3920,0.313,0.0534,2,-28.661,0,0.0371,0.572,0.881,0.0747,0.0213,97.486,audio_features,4Ty9v3xcNh5pVuf0iq8Dfv,spotify:track:4Ty9v3xcNh5pVuf0iq8Dfv,https://api.spotify.com/v1/tracks/4Ty9v3xcNh5pVuf0iq8Dfv,https://api.spotify.com/v1/audio-analysis/4Ty9v3xcNh5pVuf0iq8Dfv,90569,4
3921,0.348,0.277,8,-11.162,0,0.0317,0.719,5.35e-06,0.0901,0.325,185.226,audio_features,5L90unz8cRTx77Ps3ekYwa,spotify:track:5L90unz8cRTx77Ps3ekYwa,https://api.spotify.com/v1/tracks/5L90unz8cRTx77Ps3ekYwa,https://api.spotify.com/v1/audio-analysis/5L90unz8cRTx77Ps3ekYwa,297168,3
3922,0.67,0.527,0,-11.042,1,0.0309,0.88,0.779,0.0969,0.771,125.415,audio_features,7jT5Ft1YtnCTogSISnCtwb,spotify:track:7jT5Ft1YtnCTogSISnCtwb,https://api.spotify.com/v1/tracks/7jT5Ft1YtnCTogSISnCtwb,https://api.spotify.com/v1/audio-analysis/7jT5Ft1YtnCTogSISnCtwb,277667,4
3923,0.474,0.919,11,-5.966,1,0.0779,0.00119,1.82e-06,0.314,0.303,149.055,audio_features,5y02IcERVgEUItFLeeZDz6,spotify:track:5y02IcERVgEUItFLeeZDz6,https://api.spotify.com/v1/tracks/5y02IcERVgEUItFLeeZDz6,https://api.spotify.com/v1/audio-analysis/5y02IcERVgEUItFLeeZDz6,201240,4
3924,0.547,0.538,11,-11.39,0,0.0567,0.473,0.0,0.0369,0.718,202.409,audio_features,21MLFi0ISlqDBp7DQHPi7p,spotify:track:21MLFi0ISlqDBp7DQHPi7p,https://api.spotify.com/v1/tracks/21MLFi0ISlqDBp7DQHPi7p,https://api.spotify.com/v1/audio-analysis/21MLFi0ISlqDBp7DQHPi7p,279600,4
3925,0.261,0.302,5,-8.19,0,0.0339,0.769,2.57e-06,0.0863,0.0883,81.418,audio_features,1PWnAEQcbwQwK759otUbta,spotify:track:1PWnAEQcbwQwK759otUbta,https://api.spotify.com/v1/tracks/1PWnAEQcbwQwK759otUbta,https://api.spotify.com/v1/audio-analysis/1PWnAEQcbwQwK759otUbta,278987,3
3926,0.725,0.734,5,-4.743,1,0.0316,0.15,6.77e-05,0.212,0.755,102.069,audio_features,79OPqYKyZLGNY0x06smsmH,spotify:track:79OPqYKyZLGNY0x06smsmH,https://api.spotify.com/v1/tracks/79OPqYKyZLGNY0x06smsmH,https://api.spotify.com/v1/audio-analysis/79OPqYKyZLGNY0x06smsmH,258920,4
3927,0.6,0.675,8,-9.669,1,0.0319,0.16,0.0188,0.083,0.648,105.98,audio_features,1kgZqUpumNUDoPw0LEjtX1,spotify:track:1kgZqUpumNUDoPw0LEjtX1,https://api.spotify.com/v1/tracks/1kgZqUpumNUDoPw0LEjtX1,https://api.spotify.com/v1/audio-analysis/1kgZqUpumNUDoPw0LEjtX1,244854,4
3928,0.729,0.525,1,-13.286,1,0.0591,0.699,1.21e-06,0.148,0.884,119.961,audio_features,5ZNNmPfWYgQF1LAX7Xg7hs,spotify:track:5ZNNmPfWYgQF1LAX7Xg7hs,https://api.spotify.com/v1/tracks/5ZNNmPfWYgQF1LAX7Xg7hs,https://api.spotify.com/v1/audio-analysis/5ZNNmPfWYgQF1LAX7Xg7hs,211227,4
3929,0.505,0.117,7,-14.47,1,0.0339,0.952,2.16e-05,0.108,0.364,78.848,audio_features,5XiTQOZQmehKnUAckgytpw,spotify:track:5XiTQOZQmehKnUAckgytpw,https://api.spotify.com/v1/tracks/5XiTQOZQmehKnUAckgytpw,https://api.spotify.com/v1/audio-analysis/5XiTQOZQmehKnUAckgytpw,183720,4
3930,0.748,0.783,11,-6.407,1,0.157,0.495,0.0,0.139,0.793,101.957,audio_features,3AyTul9dX3anAdbuqS1FTr,spotify:track:3AyTul9dX3anAdbuqS1FTr,https://api.spotify.com/v1/tracks/3AyTul9dX3anAdbuqS1FTr,https://api.spotify.com/v1/audio-analysis/3AyTul9dX3anAdbuqS1FTr,230507,4
3931,0.584,0.65,11,-6.481,1,0.0427,0.179,0.000283,0.0935,0.491,92.01,audio_features,4eE6vZ2vOrceLq4xgz3VmG,spotify:track:4eE6vZ2vOrceLq4xgz3VmG,https://api.spotify.com/v1/tracks/4eE6vZ2vOrceLq4xgz3VmG,https://api.spotify.com/v1/audio-analysis/4eE6vZ2vOrceLq4xgz3VmG,312653,4
3932,0.597,0.776,9,-6.958,0,0.0286,0.153,6.05e-06,0.282,0.604,107.993,audio_features,0MV8NQXGDMR0EKX314JlN9,spotify:track:0MV8NQXGDMR0EKX314JlN9,https://api.spotify.com/v1/tracks/0MV8NQXGDMR0EKX314JlN9,https://api.spotify.com/v1/audio-analysis/0MV8NQXGDMR0EKX314JlN9,228120,4
3933,0.533,0.843,1,-6.345,1,0.152,0.0176,0.000334,0.134,0.633,166.069,audio_features,0rqu4d1AQmT4DDXzfsLJDX,spotify:track:0rqu4d1AQmT4DDXzfsLJDX,https://api.spotify.com/v1/tracks/0rqu4d1AQmT4DDXzfsLJDX,https://api.spotify.com/v1/audio-analysis/0rqu4d1AQmT4DDXzfsLJDX,243507,4
3934,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,audio_features,3AJwUDP919kvQ9QcozQPxg,spotify:track:3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,266773,4
3935,0.604,0.549,1,-9.873,1,0.0389,0.531,0.0,0.438,0.696,111.398,audio_features,50xwQXPtfNZFKFeZ0XePWc,spotify:track:50xwQXPtfNZFKFeZ0XePWc,https://api.spotify.com/v1/tracks/50xwQXPtfNZFKFeZ0XePWc,https://api.spotify.com/v1/audio-analysis/50xwQXPtfNZFKFeZ0XePWc,158880,4
3936,0.605,0.536,1,-10.069,1,0.0421,0.518,0.0,0.528,0.688,110.849,audio_features,3oEo8Pqm5IAi8wQfCI5BpR,spotify:track:3oEo8Pqm5IAi8wQfCI5BpR,https://api.spotify.com/v1/tracks/3oEo8Pqm5IAi8wQfCI5BpR,https://api.spotify.com/v1/audio-analysis/3oEo8Pqm5IAi8wQfCI5BpR,159720,4
3937,0.66,0.557,1,-9.597,1,0.03,0.158,0.0,0.543,0.788,110.743,audio_features,7zRmGvtSy36Jr19U5OInJT,spotify:track:7zRmGvtSy36Jr19U5OInJT,https://api.spotify.com/v1/tracks/7zRmGvtSy36Jr19U5OInJT,https://api.spotify.com/v1/audio-analysis/7zRmGvtSy36Jr19U5OInJT,158800,4
3938,0.406,0.219,7,-13.155,1,0.0359,0.808,0.599,0.15,0.271,105.345,audio_features,7ExawMDcRz2lMgNEjjYzdr,spotify:track:7ExawMDcRz2lMgNEjjYzdr,https://api.spotify.com/v1/tracks/7ExawMDcRz2lMgNEjjYzdr,https://api.spotify.com/v1/audio-analysis/7ExawMDcRz2lMgNEjjYzdr,134027,4
3939,0.327,0.525,9,-10.272,1,0.0475,0.000875,0.259,0.133,0.435,151.766,audio_features,2AsGApoUuN8pTM17Lq9eUd,spotify:track:2AsGApoUuN8pTM17Lq9eUd,https://api.spotify.com/v1/tracks/2AsGApoUuN8pTM17Lq9eUd,https://api.spotify.com/v1/audio-analysis/2AsGApoUuN8pTM17Lq9eUd,240453,3
3940,0.73,0.9,7,-3.339,0,0.052,0.0761,0.0,0.238,0.896,128.083,audio_features,0Rdfu7NQubmGmYz90usRCU,spotify:track:0Rdfu7NQubmGmYz90usRCU,https://api.spotify.com/v1/tracks/0Rdfu7NQubmGmYz90usRCU,https://api.spotify.com/v1/audio-analysis/0Rdfu7NQubmGmYz90usRCU,183693,4
3941,0.373,0.609,0,-7.0,1,0.0316,0.108,0.000427,0.0755,0.354,179.955,audio_features,0xtIp0lgccN85GfGOekS5L,spotify:track:0xtIp0lgccN85GfGOekS5L,https://api.spotify.com/v1/tracks/0xtIp0lgccN85GfGOekS5L,https://api.spotify.com/v1/audio-analysis/0xtIp0lgccN85GfGOekS5L,270680,4
3942,0.57,0.302,9,-8.818,1,0.0251,0.802,0.0,0.15,0.376,69.1,audio_features,4QejjzjGI7oysGZ9tDIAqF,spotify:track:4QejjzjGI7oysGZ9tDIAqF,https://api.spotify.com/v1/tracks/4QejjzjGI7oysGZ9tDIAqF,https://api.spotify.com/v1/audio-analysis/4QejjzjGI7oysGZ9tDIAqF,110347,4
3943,0.414,0.329,4,-8.193,1,0.0396,0.638,0.0,0.114,0.426,132.571,audio_features,2rQvZscmpb6a7ejDiKprcL,spotify:track:2rQvZscmpb6a7ejDiKprcL,https://api.spotify.com/v1/tracks/2rQvZscmpb6a7ejDiKprcL,https://api.spotify.com/v1/audio-analysis/2rQvZscmpb6a7ejDiKprcL,162413,4
3944,0.537,0.211,5,-11.23,1,0.0267,0.336,0.0,0.765,0.316,92.546,audio_features,2MBwBD5sP7A349nz6rmUtI,spotify:track:2MBwBD5sP7A349nz6rmUtI,https://api.spotify.com/v1/tracks/2MBwBD5sP7A349nz6rmUtI,https://api.spotify.com/v1/audio-analysis/2MBwBD5sP7A349nz6rmUtI,133839,4
3945,0.643,0.118,10,-13.443,1,0.0361,0.86,0.0,0.0987,0.325,95.383,audio_features,5pAtqxDnVQFsZrc3SviBHt,spotify:track:5pAtqxDnVQFsZrc3SviBHt,https://api.spotify.com/v1/tracks/5pAtqxDnVQFsZrc3SviBHt,https://api.spotify.com/v1/audio-analysis/5pAtqxDnVQFsZrc3SviBHt,154040,4
3946,0.406,0.605,9,-8.557,0,0.0589,0.882,0.0,0.964,0.43,93.975,audio_features,7MapOJ5Tqf5MpQBoAqANwB,spotify:track:7MapOJ5Tqf5MpQBoAqANwB,https://api.spotify.com/v1/tracks/7MapOJ5Tqf5MpQBoAqANwB,https://api.spotify.com/v1/audio-analysis/7MapOJ5Tqf5MpQBoAqANwB,162667,4
3947,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,audio_features,3BQHpFgAp4l80e1XslIjNI,spotify:track:3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/tracks/3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/audio-analysis/3BQHpFgAp4l80e1XslIjNI,125667,4
3948,0.401,0.189,0,-11.189,1,0.0287,0.871,0.0,0.0968,0.357,94.509,audio_features,4E5rL7YL0hVUPqeMSpjEF2,spotify:track:4E5rL7YL0hVUPqeMSpjEF2,https://api.spotify.com/v1/tracks/4E5rL7YL0hVUPqeMSpjEF2,https://api.spotify.com/v1/audio-analysis/4E5rL7YL0hVUPqeMSpjEF2,125320,4
3949,0.223,0.706,9,-12.012,1,0.0581,0.000945,0.0068,0.109,0.297,112.889,audio_features,1MyqLTRhgyWPw7v107BEuI,spotify:track:1MyqLTRhgyWPw7v107BEuI,https://api.spotify.com/v1/tracks/1MyqLTRhgyWPw7v107BEuI,https://api.spotify.com/v1/audio-analysis/1MyqLTRhgyWPw7v107BEuI,208667,3
3950,0.429,0.482,5,-5.958,1,0.0338,0.778,0.055,0.124,0.311,125.309,audio_features,1YtPCHZ0tKmTPxVaQqzXmh,spotify:track:1YtPCHZ0tKmTPxVaQqzXmh,https://api.spotify.com/v1/tracks/1YtPCHZ0tKmTPxVaQqzXmh,https://api.spotify.com/v1/audio-analysis/1YtPCHZ0tKmTPxVaQqzXmh,284600,3
3951,0.313,0.913,6,-4.589,0,0.104,0.0295,6.71e-06,0.697,0.597,177.125,audio_features,0lijVPETlmWEPFzGXMjhDs,spotify:track:0lijVPETlmWEPFzGXMjhDs,https://api.spotify.com/v1/tracks/0lijVPETlmWEPFzGXMjhDs,https://api.spotify.com/v1/audio-analysis/0lijVPETlmWEPFzGXMjhDs,239065,4
3952,0.561,0.474,0,-7.815,0,0.0335,0.00404,0.809,0.255,0.15,69.958,audio_features,6OxB4cYBZj8dVjvV52N1NN,spotify:track:6OxB4cYBZj8dVjvV52N1NN,https://api.spotify.com/v1/tracks/6OxB4cYBZj8dVjvV52N1NN,https://api.spotify.com/v1/audio-analysis/6OxB4cYBZj8dVjvV52N1NN,208286,4
3953,0.295,0.15,1,-10.243,0,0.0325,0.794,0.208,0.103,0.131,137.393,audio_features,3IM6z62QFYH5exAFFDYkdY,spotify:track:3IM6z62QFYH5exAFFDYkdY,https://api.spotify.com/v1/tracks/3IM6z62QFYH5exAFFDYkdY,https://api.spotify.com/v1/audio-analysis/3IM6z62QFYH5exAFFDYkdY,191000,4
3954,0.7,0.692,6,-3.811,0,0.0956,0.0617,0.0,0.257,0.373,102.961,audio_features,06BLdiijyvKwdoyUhmhYeS,spotify:track:06BLdiijyvKwdoyUhmhYeS,https://api.spotify.com/v1/tracks/06BLdiijyvKwdoyUhmhYeS,https://api.spotify.com/v1/audio-analysis/06BLdiijyvKwdoyUhmhYeS,208600,4
3955,0.595,0.811,0,-5.396,1,0.0308,0.0742,0.0,0.138,0.967,126.279,audio_features,4rct77ReWXjKK3hLTZ9v9I,spotify:track:4rct77ReWXjKK3hLTZ9v9I,https://api.spotify.com/v1/tracks/4rct77ReWXjKK3hLTZ9v9I,https://api.spotify.com/v1/audio-analysis/4rct77ReWXjKK3hLTZ9v9I,162067,3
3956,0.432,0.705,0,-8.396,1,0.0334,0.00224,0.0,0.834,0.677,136.18,audio_features,4Dw9HFzXqmdJRM8vfc1FId,spotify:track:4Dw9HFzXqmdJRM8vfc1FId,https://api.spotify.com/v1/tracks/4Dw9HFzXqmdJRM8vfc1FId,https://api.spotify.com/v1/audio-analysis/4Dw9HFzXqmdJRM8vfc1FId,154427,4
3957,0.612,0.788,0,-6.251,1,0.0335,0.367,0.0,0.382,0.961,129.161,audio_features,5b9G4dtK3Tdguuy9BO3Nwo,spotify:track:5b9G4dtK3Tdguuy9BO3Nwo,https://api.spotify.com/v1/tracks/5b9G4dtK3Tdguuy9BO3Nwo,https://api.spotify.com/v1/audio-analysis/5b9G4dtK3Tdguuy9BO3Nwo,154893,4
3958,0.629,0.737,9,-5.688,1,0.0359,0.0332,0.0704,0.409,0.119,79.849,audio_features,2PgK8gUqh6liIimyMoOnmV,spotify:track:2PgK8gUqh6liIimyMoOnmV,https://api.spotify.com/v1/tracks/2PgK8gUqh6liIimyMoOnmV,https://api.spotify.com/v1/audio-analysis/2PgK8gUqh6liIimyMoOnmV,267573,4
3959,0.61,0.734,7,-6.193,1,0.0298,0.21,0.0,0.654,0.815,142.815,audio_features,5Z8fJaVizDUYuPb32AjnGH,spotify:track:5Z8fJaVizDUYuPb32AjnGH,https://api.spotify.com/v1/tracks/5Z8fJaVizDUYuPb32AjnGH,https://api.spotify.com/v1/audio-analysis/5Z8fJaVizDUYuPb32AjnGH,188640,4
3960,0.439,0.422,0,-8.384,1,0.0312,0.724,0.203,0.152,0.564,70.283,audio_features,4uhJps8XVlPZbdI5ZArAUO,spotify:track:4uhJps8XVlPZbdI5ZArAUO,https://api.spotify.com/v1/tracks/4uhJps8XVlPZbdI5ZArAUO,https://api.spotify.com/v1/audio-analysis/4uhJps8XVlPZbdI5ZArAUO,152107,4
3961,0.705,0.806,9,-3.607,1,0.0309,0.0132,0.00428,0.0701,0.734,103.383,audio_features,4zQuwW24dweWcaX0fEJkP2,spotify:track:4zQuwW24dweWcaX0fEJkP2,https://api.spotify.com/v1/tracks/4zQuwW24dweWcaX0fEJkP2,https://api.spotify.com/v1/audio-analysis/4zQuwW24dweWcaX0fEJkP2,256947,4
3962,0.601,0.678,2,-8.618,1,0.117,0.601,2.95e-05,0.129,0.621,119.574,audio_features,4P3jtMSG6TFKviMyhppV5O,spotify:track:4P3jtMSG6TFKviMyhppV5O,https://api.spotify.com/v1/tracks/4P3jtMSG6TFKviMyhppV5O,https://api.spotify.com/v1/audio-analysis/4P3jtMSG6TFKviMyhppV5O,343187,4
3963,0.672,0.529,2,-11.566,1,0.2,0.647,0.0,0.147,0.696,118.822,audio_features,2k7gS1tS9OHeS3e8MatzgJ,spotify:track:2k7gS1tS9OHeS3e8MatzgJ,https://api.spotify.com/v1/tracks/2k7gS1tS9OHeS3e8MatzgJ,https://api.spotify.com/v1/audio-analysis/2k7gS1tS9OHeS3e8MatzgJ,259907,4
3964,0.579,0.463,9,-6.88,1,0.0345,0.712,0.0,0.119,0.701,82.77,audio_features,1n8oABN9yti0owTEKcms0q,spotify:track:1n8oABN9yti0owTEKcms0q,https://api.spotify.com/v1/tracks/1n8oABN9yti0owTEKcms0q,https://api.spotify.com/v1/audio-analysis/1n8oABN9yti0owTEKcms0q,118693,4
3965,0.555,0.57,7,-7.869,1,0.0302,0.415,0.0,0.191,0.899,88.316,audio_features,0y1LLH0NiwOD5tM3aNMXTr,spotify:track:0y1LLH0NiwOD5tM3aNMXTr,https://api.spotify.com/v1/tracks/0y1LLH0NiwOD5tM3aNMXTr,https://api.spotify.com/v1/audio-analysis/0y1LLH0NiwOD5tM3aNMXTr,156867,4
